,text,label
1165,What is a cheese,search
1166,What is a cottage cheese,search
1167,What is a almond,search
1168,What is a pine nut,search
1169,What is a walnut,search
1170,What is a macadamia,search
1171,What is a hazelnut,search
1172,What is a baking pan,search
1173,What is a baking sheet,search
1174,What is a barbecue grill,search
1175,What is a baster,search
1176,What is a basting brush,search
1177,What is a blender,search
1178,What is a bread basket,search
1179,What is a bread knife,search
1180,What is a Bundt pan,search
1181,What is a butcher block,search
1182,What is a cake pan,search
1183,What is a can opener,search
1184,What is a carafe,search
1185,What is a casserole pan,search
1186,What is a charcoal grill,search
1187,What is a cheese cloth,search
1188,What is a coffee maker,search
1189,What is a coffee pot,search
1190,What is a colander,search
1191,What is a convection oven,search
1192,What is a cookbook,search
1193,What is a cookie cutter,search
1194,What is a cookie press,search
1195,What is a cookie sheet,search
1196,What is a cooling rack,search
1197,What is a corer,search
1198,What is a crepe pan,search
1199,What is a crock,search
1200,how long does water cook,get_param
1201,how long does olive oil cook,get_param
1202,how long does butter cook,get_param
1203,how long does vegetable oil cook,get_param
1204,how long does margarine cook,get_param
1205,how long does beef cook,get_param
1206,how long does lamb cook,get_param
1207,how long does veal cook,get_param
1208,how long does pork cook,get_param
1209,how long does kangaroo cook,get_param
1210,how long does chicken cook,get_param
1211,how long does turkey cook,get_param
1212,how long does duck cook,get_param
1213,how long does emu cook,get_param
1214,how long does goose cook,get_param
1215,how long does fish cook,get_param
1216,how long does prawn cook,get_param
1217,how long does crab cook,get_param
1218,how long does lobster cook,get_param
1219,how long does mussels cook,get_param
1220,how long does oyster cook,get_param
1221,how long does scallop cook,get_param
1222,how long does clams cook,get_param
1223,how long does shrimp cook,get_param
1224,how long does milk cook,get_param
1225,how long does yogurt cook,get_param
1226,how long do I put it in for,get_param
1227,how long do I put it in for,get_param
1228,how long do I put it in for,get_param
1229,how long do I put it in for,get_param
1230,how long do I put it in for,get_param
1231,how long do I put it in for,get_param
1232,how long do I put it in for,get_param
1233,how long do I put it in for,get_param
1234,how long do I put it in for,get_param
1235,how long do I put it in for,get_param
1236,how long do I put it in for,get_param
1237,how long do I put it in for,get_param
1238,how long do I put it in for,get_param
1239,how long do I put it in for,get_param
1240,how long do I put it in for,get_param
1241,how long do I put it in for,get_param
1242,how long do I put it in for,get_param
1243,how long do I put it in for,get_param
1244,how long do I put it in for,get_param
1245,how long do I put it in for,get_param
1246,how long do I put it in for,get_param
1247,how long do I put it in for,get_param
1248,how long do I put it in for,get_param
1249,how long do I put it in for,get_param
1250,how long do I put it in for,get_param
1251,how long do I put it in for,get_param
1252,for how long,get_param
1253,for how long,get_param
1254,for how long,get_param
1255,for how long,get_param
1256,for how long,get_param
1257,for how long,get_param
1258,for how long,get_param
1259,for how long,get_param
1260,for how long,get_param
1261,for how long,get_param
1262,for how long,get_param
1263,for how long,get_param
1264,for how long,get_param
1265,for how long,get_param
1266,for how long,get_param
1267,for how long,get_param
1268,for how long,get_param
1269,for how long,get_param
1270,for how long,get_param
1271,for how long,get_param
1272,for how long,get_param
1273,for how long,get_param
1274,for how long,get_param
1275,for how long,get_param
1276,for how long,get_param
1277,for how long,get_param
1278,how long does that take,get_param
1279,how long does that take,get_param
1280,how long does that take,get_param
1281,how long does that take,get_param
1282,how long does that take,get_param
1283,how long does that take,get_param
1284,how long does that take,get_param
1285,how long does that take,get_param
1286,how long does that take,get_param
1287,how long does that take,get_param
1288,how long does that take,get_param
1289,how long does that take,get_param
1290,how long does that take,get_param
1291,how long does that take,get_param
1292,how long does that take,get_param
1293,how long does that take,get_param
1294,how long does that take,get_param
1295,how long does that take,get_param
1296,how long does that take,get_param
1297,how long does that take,get_param
1298,how long does that take,get_param
1299,how long does that take,get_param
1300,how long does that take,get_param
1301,how long does that take,get_param
1302,how long does that take,get_param
1303,how long does that take,get_param
1304,what is the temperature,get_param
1305,what is the temperature,get_param
1306,what is the temperature,get_param
1307,what is the temperature,get_param
1308,what is the temperature,get_param
1309,what is the temperature,get_param
1310,what is the temperature,get_param
1311,what is the temperature,get_param
1312,what is the temperature,get_param
1313,what is the temperature,get_param
1314,what is the temperature,get_param
1315,what is the temperature,get_param
1316,what is the temperature,get_param
1317,what is the temperature,get_param
1318,what is the temperature,get_param
1319,what is the temperature,get_param
1320,what is the temperature,get_param
1321,what is the temperature,get_param
1322,what is the temperature,get_param
1323,what is the temperature,get_param
1324,what is the temperature,get_param
1325,what is the temperature,get_param
1326,what is the temperature,get_param
1327,what is the temperature,get_param
1328,what is the temperature,get_param
1329,what is the temperature,get_param
1330,what temperature,get_param
1331,what temperature,get_param
1332,what temperature,get_param
1333,what temperature,get_param
1334,what temperature,get_param
1335,what temperature,get_param
1336,what temperature,get_param
1337,what temperature,get_param
1338,what temperature,get_param
1339,what temperature,get_param
1340,what temperature,get_param
1341,what temperature,get_param
1342,what temperature,get_param
1343,what temperature,get_param
1344,what temperature,get_param
1345,what temperature,get_param
1346,what temperature,get_param
1347,what temperature,get_param
1348,what temperature,get_param
1349,what temperature,get_param
1350,what temperature,get_param
1351,what temperature,get_param
1352,what temperature,get_param
1353,what temperature,get_param
1354,what temperature,get_param
1355,what temperature,get_param
1356,what temperature does water cook,get_param
1357,what temperature does olive oil cook,get_param
1358,what temperature does butter cook,get_param
1359,what temperature does vegetable oil cook,get_param
1360,what temperature does margarine cook,get_param
1361,what temperature does beef cook,get_param
1362,what temperature does lamb cook,get_param
1363,what temperature does veal cook,get_param
1364,what temperature does pork cook,get_param
1365,what temperature does kangaroo cook,get_param
1366,what temperature does chicken cook,get_param
1367,what temperature does turkey cook,get_param
1368,what temperature does duck cook,get_param
1369,what temperature does emu cook,get_param
1370,what temperature does goose cook,get_param
1371,what temperature does fish cook,get_param
1372,what temperature does prawn cook,get_param
1373,what temperature does crab cook,get_param
1374,what temperature does lobster cook,get_param
1375,what temperature does mussels cook,get_param
1376,what temperature does oyster cook,get_param
1377,what temperature does scallop cook,get_param
1378,what temperature does clams cook,get_param
1379,what temperature does shrimp cook,get_param
1380,what temperature does milk cook,get_param
1381,what temperature does yogurt cook,get_param
1382,When is it done,get_param
1383,When is it done,get_param
1384,When is it done,get_param
1385,When is it done,get_param
1386,When is it done,get_param
1387,When is it done,get_param
1388,When is it done,get_param
1389,When is it done,get_param
1390,When is it done,get_param
1391,When is it done,get_param
1392,When is it done,get_param
1393,When is it done,get_param
1394,When is it done,get_param
1395,When is it done,get_param
1396,When is it done,get_param
1397,When is it done,get_param
1398,When is it done,get_param
1399,When is it done,get_param
1400,When is it done,get_param
1401,When is it done,get_param
1402,When is it done,get_param
1403,When is it done,get_param
1404,When is it done,get_param
1405,When is it done,get_param
1406,When is it done,get_param
1407,When is it done,get_param
1408,How much water do I need,get_param
1409,How much olive oil do I need,get_param
1410,How much butter do I need,get_param
1411,How much vegetable oil do I need,get_param
1412,How much margarine do I need,get_param
1413,How much beef do I need,get_param
1414,How much lamb do I need,get_param
1415,How much veal do I need,get_param
1416,How much pork do I need,get_param
1417,How much kangaroo do I need,get_param
1418,How much chicken do I need,get_param
1419,How much turkey do I need,get_param
1420,How much duck do I need,get_param
1421,How much emu do I need,get_param
1422,How much goose do I need,get_param
1423,How much fish do I need,get_param
1424,How much prawn do I need,get_param
1425,How much crab do I need,get_param
1426,How much lobster do I need,get_param
1427,How much mussels do I need,get_param
1428,How much oyster do I need,get_param
1429,How much scallop do I need,get_param
1430,How much clams do I need,get_param
1431,How much shrimp do I need,get_param
1432,How much milk do I need,get_param
1433,How much yogurt do I need,get_param
1434,How much water,get_param
1435,How much olive oil,get_param
1436,How much butter,get_param
1437,How much vegetable oil,get_param
1438,How much margarine,get_param
1439,How much beef,get_param
1440,How much lamb,get_param
1441,How much veal,get_param
1442,How much pork,get_param
1443,How much kangaroo,get_param
1444,How much chicken,get_param
1445,How much turkey,get_param
1446,How much duck,get_param
1447,How much emu,get_param
1448,How much goose,get_param
1449,How much fish,get_param
1450,How much prawn,get_param
1451,How much crab,get_param
1452,How much lobster,get_param
1453,How much mussels,get_param
1454,How much oyster,get_param
1455,How much scallop,get_param
1456,How much clams,get_param
1457,How much shrimp,get_param
1458,How much milk,get_param
1459,How much yogurt,get_param
1460,How long do I bake,get_param
1461,How long do I fry,get_param
1462,How long do I stir,get_param
1463,How long do I roast,get_param
1464,How long do I sautee,get_param
1465,How long do I microwave,get_param
1466,How long do I broil,get_param
1467,How long do I poach,get_param
1468,How long do I boil,get_param
1469,How long do I reduce,get_param
1470,How long do I add,get_param
1471,How long do I combine,get_param
1472,How long do I grill,get_param
1473,How long do I steam,get_param
1474,How long do I simmer,get_param
1475,How long do I blanch,get_param
1476,How long do I braise,get_param
1477,How long do I mix,get_param
1478,How long do I sear,get_param
1479,How long do I blend,get_param
1480,How long do I turn,get_param
1481,How long do I brush,get_param
1482,How long do I place,get_param
1483,How long do I preheat,get_param
1484,How long do I smoke,get_param
1485,How long do I break,get_param
1486,How long does bake take,get_param
1487,How long does fry take,get_param
1488,How long does stir take,get_param
1489,How long does roast take,get_param
1490,How long does sautee take,get_param
1491,How long does microwave take,get_param
1492,How long does broil take,get_param
1493,How long does poach take,get_param
1494,How long does boil take,get_param
1495,How long does reduce take,get_param
1496,How long does add take,get_param
1497,How long does combine take,get_param
1498,How long does grill take,get_param
1499,How long does steam take,get_param
1500,What can I substitute for water,substitute
1501,What can I substitute for olive oil,substitute
1502,What can I substitute for butter,substitute
1503,What can I substitute for vegetable oil,substitute
1504,What can I substitute for margarine,substitute
1505,What can I substitute for beef,substitute
1506,What can I substitute for lamb,substitute
1507,What can I substitute for veal,substitute
1508,What can I substitute for pork,substitute
1509,What can I substitute for kangaroo,substitute
1510,What can I substitute for chicken,substitute
1511,What can I substitute for turkey,substitute
1512,What can I substitute for duck,substitute
1513,What can I substitute for emu,substitute
1514,What can I substitute for goose,substitute
1515,What can I substitute for fish,substitute
1516,What can I substitute for prawn,substitute
1517,What can I substitute for crab,substitute
1518,What can I substitute for lobster,substitute
1519,What can I substitute for mussels,substitute
1520,What can I substitute for oyster,substitute
1521,What can I substitute for scallop,substitute
1522,What can I substitute for clams,substitute
1523,What can I substitute for shrimp,substitute
1524,What can I substitute for milk,substitute
1525,What can I substitute for yogurt,substitute
1526,What can I substitute for yoghurt,substitute
1527,What can I substitute for cheese,substitute
1528,What can I substitute for cottage cheese,substitute
1529,What can I substitute for almond,substitute
1530,What can I substitute for pine nut,substitute
1531,What can I substitute for walnut,substitute
1532,What can I substitute for macadamia,substitute
1533,What can I substitute for hazelnut,substitute
1534,What can I substitute for cashew,substitute
1535,What can I substitute for pumpkin seed,substitute
1536,What can I substitute for sesame seed,substitute
1537,What can I substitute for sunflower seed,substitute
1538,What can I substitute for bean,substitute
1539,What can I substitute for lentil,substitute
1540,What can I substitute for chickpea,substitute
1541,What can I substitute for split pea,substitute
1542,What can I substitute for tofu,substitute
1543,What can I substitute for bacon,substitute
1544,What can I substitute for chia seed,substitute
1545,What can I substitute for egg,substitute
1546,What can I substitute for egg whites,substitute
1547,What can I substitute for cod,substitute
1548,What can I substitute for halibut,substitute
1549,What can I substitute for salmon,substitute
1550,What can I substitute for sardine,substitute
1551,What can I substitute for tilapia,substitute
1552,What can I substitute for hemp seed,substitute
1553,What can I substitute for hummus,substitute
1554,What can I substitute for peanut butter,substitute
1555,What can I substitute for peanut,substitute
1556,What can I substitute for pork chop,substitute
1557,What can I substitute for whey,substitute
1558,What can I substitute for protien powder,substitute
1559,What can I substitute for tenderloin,substitute
1560,What can I substitute for refried bean,substitute
1561,What can I substitute for turkey bacon,substitute
1562,What can I substitute for bush birds,substitute
1563,What can I substitute for nut,substitute
1564,What can I substitute for seed,substitute
1565,What can I substitute for pecan,substitute
1566,What can I substitute for hazelnut,substitute
1567,What can I substitute for coconut,substitute
1568,What can I substitute for almond,substitute
1569,What can I substitute for chestnut,substitute
1570,What can I substitute for macadamia,substitute
1571,What can I substitute for cashew,substitute
1572,What can I substitute for walnut,substitute
1573,What can I substitute for peanut,substitute
1574,What can I substitute for peanut butter,substitute
1575,What can I substitute for allspice,substitute
1576,What is a good replacement for water,substitute
1577,What is a good replacement for olive oil,substitute
1578,What is a good replacement for butter,substitute
1579,What is a good replacement for vegetable oil,substitute
1580,What is a good replacement for margarine,substitute
1581,What is a good replacement for beef,substitute
1582,What is a good replacement for lamb,substitute
1583,What is a good replacement for veal,substitute
1584,What is a good replacement for pork,substitute
1585,What is a good replacement for kangaroo,substitute
1586,What is a good replacement for chicken,substitute
1587,What is a good replacement for turkey,substitute
1588,What is a good replacement for duck,substitute
1589,What is a good replacement for emu,substitute
1590,What is a good replacement for goose,substitute
1591,What is a good replacement for fish,substitute
1592,What is a good replacement for prawn,substitute
1593,What is a good replacement for crab,substitute
1594,What is a good replacement for lobster,substitute
1595,What is a good replacement for mussels,substitute
1596,What is a good replacement for oyster,substitute
1597,What is a good replacement for scallop,substitute
1598,What is a good replacement for clams,substitute
1599,What is a good replacement for shrimp,substitute
1600,What is a good replacement for milk,substitute
1601,What is a good replacement for yogurt,substitute
1602,What is a good replacement for yoghurt,substitute
1603,What is a good replacement for cheese,substitute
1604,What is a good replacement for cottage cheese,substitute
1605,What is a good replacement for almond,substitute
1606,What is a good replacement for pine nut,substitute
1607,What is a good replacement for walnut,substitute
1608,What is a good replacement for macadamia,substitute
1609,What is a good replacement for hazelnut,substitute
1610,What is a good replacement for cashew,substitute
1611,What is a good replacement for pumpkin seed,substitute
1612,What is a good replacement for sesame seed,substitute
1613,What is a good replacement for sunflower seed,substitute
1614,What is a good replacement for bean,substitute
1615,What is a good replacement for lentil,substitute
1616,What is a good replacement for chickpea,substitute
1617,What is a good replacement for split pea,substitute
1618,What is a good replacement for tofu,substitute
1619,What is a good replacement for bacon,substitute
1620,What is a good replacement for chia seed,substitute
1621,What is a good replacement for egg,substitute
1622,What is a good replacement for egg whites,substitute
1623,What is a good replacement for cod,substitute
1624,What is a good replacement for halibut,substitute
1625,What is a good replacement for salmon,substitute
1626,What is a good replacement for sardine,substitute
1627,What is a good replacement for tilapia,substitute
1628,What is a good replacement for hemp seed,substitute
1629,What is a good replacement for hummus,substitute
1630,What is a good replacement for peanut butter,substitute
1631,What is a good replacement for peanut,substitute
1632,What is a good replacement for pork chop,substitute
1633,What is a good replacement for whey,substitute
1634,What is a good replacement for protien powder,substitute
1635,What is a good replacement for tenderloin,substitute
1636,What is a good replacement for refried bean,substitute
1637,What is a good replacement for turkey bacon,substitute
1638,What is a good replacement for bush birds,substitute
1639,What is a good replacement for nut,substitute
1640,What is a good replacement for seed,substitute
1641,What is a good replacement for pecan,substitute
1642,What is a good replacement for hazelnut,substitute
1643,What is a good replacement for coconut,substitute
1644,What is a good replacement for almond,substitute
1645,What is a good replacement for chestnut,substitute
1646,What is a good replacement for macadamia,substitute
1647,What is a good replacement for cashew,substitute
1648,What is a good replacement for walnut,substitute
1649,What is a good replacement for peanut,substitute
1650,What is a good replacement for peanut butter,substitute
1651,What is a good replacement for allspice,substitute
1652,What can I use instead of water,substitute
1653,What can I use instead of olive oil,substitute
1654,What can I use instead of butter,substitute
1655,What can I use instead of vegetable oil,substitute
1656,What can I use instead of margarine,substitute
1657,What can I use instead of beef,substitute
1658,What can I use instead of lamb,substitute
1659,What can I use instead of veal,substitute
1660,What can I use instead of pork,substitute
1661,What can I use instead of kangaroo,substitute
1662,What can I use instead of chicken,substitute
1663,What can I use instead of turkey,substitute
1664,What can I use instead of duck,substitute
1665,What can I use instead of emu,substitute
1666,What can I use instead of goose,substitute
1667,What can I use instead of fish,substitute
1668,What can I use instead of prawn,substitute
1669,What can I use instead of crab,substitute
1670,What can I use instead of lobster,substitute
1671,What can I use instead of mussels,substitute
1672,What can I use instead of oyster,substitute
1673,What can I use instead of scallop,substitute
1674,What can I use instead of clams,substitute
1675,What can I use instead of shrimp,substitute
1676,What can I use instead of milk,substitute
1677,What can I use instead of yogurt,substitute
1678,What can I use instead of yoghurt,substitute
1679,What can I use instead of cheese,substitute
1680,What can I use instead of cottage cheese,substitute
1681,What can I use instead of almond,substitute
1682,What can I use instead of pine nut,substitute
1683,What can I use instead of walnut,substitute
1684,What can I use instead of macadamia,substitute
1685,What can I use instead of hazelnut,substitute
1686,What can I use instead of cashew,substitute
1687,What can I use instead of pumpkin seed,substitute
1688,What can I use instead of sesame seed,substitute
1689,What can I use instead of sunflower seed,substitute
1690,What can I use instead of bean,substitute
1691,What can I use instead of lentil,substitute
1692,What can I use instead of chickpea,substitute
1693,What can I use instead of split pea,substitute
1694,What can I use instead of tofu,substitute
1695,What can I use instead of bacon,substitute
1696,What can I use instead of chia seed,substitute
1697,What can I use instead of egg,substitute
1698,What can I use instead of egg whites,substitute
1699,What can I use instead of cod,substitute
1700,What can I use instead of halibut,substitute
1701,What can I use instead of salmon,substitute
1702,What can I use instead of sardine,substitute
1703,What can I use instead of tilapia,substitute
1704,What can I use instead of hemp seed,substitute
1705,What can I use instead of hummus,substitute
1706,What can I use instead of peanut butter,substitute
1707,What can I use instead of peanut,substitute
1708,What can I use instead of pork chop,substitute
1709,What can I use instead of whey,substitute
1710,What can I use instead of protien powder,substitute
1711,What can I use instead of tenderloin,substitute
1712,What can I use instead of refried bean,substitute
1713,What can I use instead of turkey bacon,substitute
1714,What can I use instead of bush birds,substitute
1715,What can I use instead of nut,substitute
1716,What can I use instead of seed,substitute
1717,What can I use instead of pecan,substitute
1718,What can I use instead of hazelnut,substitute
1719,What can I use instead of coconut,substitute
1720,What can I use instead of almond,substitute
1721,What can I use instead of chestnut,substitute
1722,What can I use instead of macadamia,substitute
1723,What can I use instead of cashew,substitute
1724,What can I use instead of walnut,substitute
1725,What can I use instead of peanut,substitute
1726,What can I use instead of peanut butter,substitute
1727,What can I use instead of allspice,substitute
1728,How can I substitute water,substitute
1729,How can I substitute olive oil,substitute
1730,How can I substitute butter,substitute
1731,How can I substitute vegetable oil,substitute
1732,How can I substitute margarine,substitute
1733,How can I substitute beef,substitute
1734,How can I substitute lamb,substitute
1735,How can I substitute veal,substitute
1736,How can I substitute pork,substitute
1737,How can I substitute kangaroo,substitute
1738,How can I substitute chicken,substitute
1739,How can I substitute turkey,substitute
1740,How can I substitute duck,substitute
1741,How can I substitute emu,substitute
1742,How can I substitute goose,substitute
1743,How can I substitute fish,substitute
1744,How can I substitute prawn,substitute
1745,How can I substitute crab,substitute
1746,How can I substitute lobster,substitute
1747,How can I substitute mussels,substitute
1748,How can I substitute oyster,substitute
1749,How can I substitute scallop,substitute
1750,How can I substitute clams,substitute
1751,How can I substitute shrimp,substitute
1752,How can I substitute milk,substitute
1753,How can I substitute yogurt,substitute
1754,How can I substitute yoghurt,substitute
1755,How can I substitute cheese,substitute
1756,How can I substitute cottage cheese,substitute
1757,How can I substitute almond,substitute
1758,How can I substitute pine nut,substitute
1759,How can I substitute walnut,substitute
1760,How can I substitute macadamia,substitute
1761,How can I substitute hazelnut,substitute
1762,How can I substitute cashew,substitute
1763,How can I substitute pumpkin seed,substitute
1764,How can I substitute sesame seed,substitute
1765,How can I substitute sunflower seed,substitute
1766,How can I substitute bean,substitute
1767,How can I substitute lentil,substitute
1768,How can I substitute chickpea,substitute
1769,How can I substitute split pea,substitute
1770,How can I substitute tofu,substitute
1771,How can I substitute bacon,substitute
1772,How can I substitute chia seed,substitute
1773,How can I substitute egg,substitute
1774,How can I substitute egg whites,substitute
1775,How can I substitute cod,substitute
1776,How can I substitute halibut,substitute
1777,How can I substitute salmon,substitute
1778,How can I substitute sardine,substitute
1779,How can I substitute tilapia,substitute
1780,How can I substitute hemp seed,substitute
1781,How can I substitute hummus,substitute
1782,How can I substitute peanut butter,substitute
1783,How can I substitute peanut,substitute
1784,How can I substitute pork chop,substitute
1785,How can I substitute whey,substitute
1786,How can I substitute protien powder,substitute
1787,How can I substitute tenderloin,substitute
1788,How can I substitute refried bean,substitute
1789,How can I substitute turkey bacon,substitute
1790,How can I substitute bush birds,substitute
1791,How can I substitute nut,substitute
1792,How can I substitute seed,substitute
1793,How can I substitute pecan,substitute
1794,How can I substitute hazelnut,substitute
1795,How can I substitute coconut,substitute
1796,How can I substitute almond,substitute
1797,How can I substitute chestnut,substitute
1798,How can I substitute macadamia,substitute
1799,How can I substitute cashew,substitute
1800,water water water,unknown
1801,olive oil water water,unknown
1802,butter water water,unknown
1803,vegetable oil water water,unknown
1804,margarine water water,unknown
1805,beef water water,unknown
1806,lamb water water,unknown
1807,veal water water,unknown
1808,pork water water,unknown
1809,kangaroo water water,unknown
1810,chicken water water,unknown
1811,turkey water water,unknown
1812,duck water water,unknown
1813,emu water water,unknown
1814,goose water water,unknown
1815,fish water water,unknown
1816,prawn water water,unknown
1817,crab water water,unknown
1818,lobster water water,unknown
1819,mussels water water,unknown
1820,oyster water water,unknown
1821,scallop water water,unknown
1822,clams water water,unknown
1823,shrimp water water,unknown
1824,milk water water,unknown
1825,yogurt water water,unknown
1826,yoghurt water water,unknown
1827,cheese water water,unknown
1828,cottage cheese water water,unknown
1829,almond water water,unknown
1830,pine nut water water,unknown
1831,walnut water water,unknown
1832,macadamia water water,unknown
1833,hazelnut water water,unknown
1834,cashew water water,unknown
1835,pumpkin seed water water,unknown
1836,sesame seed water water,unknown
1837,sunflower seed water water,unknown
1838,bean water water,unknown
1839,lentil water water,unknown
1840,chickpea water water,unknown
1841,split pea water water,unknown
1842,tofu water water,unknown
1843,bacon water water,unknown
1844,chia seed water water,unknown
1845,egg water water,unknown
1846,egg whites water water,unknown
1847,cod water water,unknown
1848,halibut water water,unknown
1849,salmon water water,unknown
1850,sardine water water,unknown
1851,tilapia water water,unknown
1852,hemp seed water water,unknown
1853,hummus water water,unknown
1854,peanut butter water water,unknown
1855,peanut water water,unknown
1856,pork chop water water,unknown
1857,whey water water,unknown
1858,protien powder water water,unknown
1859,tenderloin water water,unknown
1860,refried bean water water,unknown
1861,turkey bacon water water,unknown
1862,bush birds water water,unknown
1863,nut water water,unknown
1864,seed water water,unknown
1865,pecan water water,unknown
1866,hazelnut water water,unknown
1867,coconut water water,unknown
1868,almond water water,unknown
1869,chestnut water water,unknown
1870,macadamia water water,unknown
1871,cashew water water,unknown
1872,walnut water water,unknown
1873,peanut water water,unknown
1874,peanut butter water water,unknown
1875,allspice water water,unknown
1876,angelica water water,unknown
1877,anise water water,unknown
1878,asafoetida water water,unknown
1879,bay leaf water water,unknown
1880,basil water water,unknown
1881,bergamot water water,unknown
1882,black cumin water water,unknown
1883,black mustard water water,unknown
1884,black pepper water water,unknown
1885,borage water water,unknown
1886,brown mustard water water,unknown
1887,burnet water water,unknown
1888,caraway water water,unknown
1889,cardamom water water,unknown
1890,cassia water water,unknown
1891,catnip water water,unknown
1892,cayenne pepper water water,unknown
1893,celery seed water water,unknown
1894,chervil water water,unknown
1895,chicory water water,unknown
1896,chili pepper water water,unknown
1897,chives water water,unknown
1898,cicely water water,unknown
1899,cilantro water water,unknown
1900,cinnamon water water,unknown
1901,baking pan baking pan baking pan,unknown
1902,baking sheet baking pan baking pan,unknown
1903,barbecue grill baking pan baking pan,unknown
1904,baster baking pan baking pan,unknown
1905,basting brush baking pan baking pan,unknown
1906,blender baking pan baking pan,unknown
1907,bread basket baking pan baking pan,unknown
1908,bread knife baking pan baking pan,unknown
1909,Bundt pan baking pan baking pan,unknown
1910,butcher block baking pan baking pan,unknown
1911,cake pan baking pan baking pan,unknown
1912,can opener baking pan baking pan,unknown
1913,carafe baking pan baking pan,unknown
1914,casserole pan baking pan baking pan,unknown
1915,charcoal grill baking pan baking pan,unknown
1916,cheese cloth baking pan baking pan,unknown
1917,coffee maker baking pan baking pan,unknown
1918,coffee pot baking pan baking pan,unknown
1919,colander baking pan baking pan,unknown
1920,convection oven baking pan baking pan,unknown
1921,cookbook baking pan baking pan,unknown
1922,cookie cutter baking pan baking pan,unknown
1923,cookie press baking pan baking pan,unknown
1924,cookie sheet baking pan baking pan,unknown
1925,cooling rack baking pan baking pan,unknown
1926,corer baking pan baking pan,unknown
1927,crepe pan baking pan baking pan,unknown
1928,crock baking pan baking pan,unknown
1929,crock pot baking pan baking pan,unknown
1930,cupcake pan baking pan baking pan,unknown
1931,custard cup baking pan baking pan,unknown
1932,cutlery baking pan baking pan,unknown
1933,cutting board baking pan baking pan,unknown
1934,Dutch oven baking pan baking pan,unknown
1935,egg beater baking pan baking pan,unknown
1936,egg poacher baking pan baking pan,unknown
1937,egg timer baking pan baking pan,unknown
1938,espresso machine baking pan baking pan,unknown
1939,fondue pot baking pan baking pan,unknown
1940,food processor baking pan baking pan,unknown
1941,fork baking pan baking pan,unknown
1942,frying pan baking pan baking pan,unknown
1943,garlic press baking pan baking pan,unknown
1944,gelatin mold baking pan baking pan,unknown
1945,grater baking pan baking pan,unknown
1946,griddle baking pan baking pan,unknown
1947,grill pan baking pan baking pan,unknown
1948,grinder baking pan baking pan,unknown
1949,hamburger press baking pan baking pan,unknown
1950,hand mixer baking pan baking pan,unknown
1951,honey pot baking pan baking pan,unknown
1952,ice bucket baking pan baking pan,unknown
1953,ice cream scoop baking pan baking pan,unknown
1954,icing spatula baking pan baking pan,unknown
1955,infuser baking pan baking pan,unknown
1956,jar opener baking pan baking pan,unknown
1957,jellyroll pan baking pan baking pan,unknown
1958,juicer baking pan baking pan,unknown
1959,kettle baking pan baking pan,unknown
1960,knife baking pan baking pan,unknown
1961,ladle baking pan baking pan,unknown
1962,lasagne pan baking pan baking pan,unknown
1963,lid baking pan baking pan,unknown
1964,mandolin baking pan baking pan,unknown
1965,measuring cup baking pan baking pan,unknown
1966,measuring spoon baking pan baking pan,unknown
1967,microwave oven baking pan baking pan,unknown
1968,mixing bowl baking pan baking pan,unknown
1969,mold baking pan baking pan,unknown
1970,mortar and pestle baking pan baking pan,unknown
1971,muffin pan baking pan baking pan,unknown
1972,nut cracker baking pan baking pan,unknown
1973,oven baking pan baking pan,unknown
1974,oven mitts baking pan baking pan,unknown
1975,pan baking pan baking pan,unknown
1976,parchment paper baking pan baking pan,unknown
1977,paring knife baking pan baking pan,unknown
1978,pastry bag baking pan baking pan,unknown
1979,peeler baking pan baking pan,unknown
1980,pepper mill baking pan baking pan,unknown
1981,percolator baking pan baking pan,unknown
1982,pie pan baking pan baking pan,unknown
1983,pitcher baking pan baking pan,unknown
1984,pizza cutter baking pan baking pan,unknown
1985,pizza stone baking pan baking pan,unknown
1986,platter baking pan baking pan,unknown
1987,poacher baking pan baking pan,unknown
1988,popcorn popper baking pan baking pan,unknown
1989,pot baking pan baking pan,unknown
1990,pot holder baking pan baking pan,unknown
1991,poultry shears baking pan baking pan,unknown
1992,pressure cooker baking pan baking pan,unknown
1993,quiche pan baking pan baking pan,unknown
1994,raclette grill baking pan baking pan,unknown
1995,ramekin baking pan baking pan,unknown
1996,refrigerator baking pan baking pan,unknown
1997,rice cooker baking pan baking pan,unknown
1998,ricer baking pan baking pan,unknown
1999,roaster baking pan baking pan,unknown
2000,roasting pan baking pan baking pan,unknown
2001,rolling pin baking pan baking pan,unknown
2002,bake bake bake,unknown
2003,fry bake bake,unknown
2004,stir bake bake,unknown
2005,roast bake bake,unknown
2006,sautee bake bake,unknown
2007,microwave bake bake,unknown
2008,broil bake bake,unknown
2009,poach bake bake,unknown
2010,boil bake bake,unknown
2011,reduce bake bake,unknown
2012,add bake bake,unknown
2013,combine bake bake,unknown
2014,grill bake bake,unknown
2015,steam bake bake,unknown
2016,simmer bake bake,unknown
2017,blanch bake bake,unknown
2018,braise bake bake,unknown
2019,mix bake bake,unknown
2020,sear bake bake,unknown
2021,blend bake bake,unknown
2022,turn bake bake,unknown
2023,brush bake bake,unknown
2024,place bake bake,unknown
2025,preheat bake bake,unknown
2026,smoke bake bake,unknown
2027,break bake bake,unknown
2028,melt bake bake,unknown
2029,spread bake bake,unknown
